Source,Title,Link,Price,Posted,Description,Bedrooms,Bathrooms,Utilities Included
The Cannon,"456 College Ave W, Guelph",https://thecannon.ca/classified/housing/159081/,$875/incl.utils & wi-fi,5/Jun/2026,Room for rent for student on College Avenue West — great location!,N/A,N/A,False
The Cannon,"93 Munroe Crescent, Guelph",https://thecannon.ca/classified/housing/159064/,$700,5/Jun/2026,-the room is located in the basement,N/A,N/A,False
The Cannon,"293 Colonial Dr, Guelph",https://thecannon.ca/classified/housing/159058/,$950 (utilities included),5/Jun/2026,🌟Looking for one female University of Guelph student to join the gorgeous student home!🌟,N/A,N/A,False
The Cannon,"9 Amos Dr, Guelph",https://thecannon.ca/classified/housing/159052/,$3800,5/Jun/2026,"South-end 4-bedroom Townhouse with Bright Walk-Out Basement, available from July 1, 2026.",N/A,N/A,False
The Cannon,"110 Creighton Ave, Guelph",https://thecannon.ca/classified/housing/159037/,$950,5/Jun/2026,"Sept 1st lease (starting date negotiable). 2 rooms left in a well-kept townhouse! Lease ends April 30, 2027. 14 minutes direct bus to the University. Free high-speed internet included. Bedroom furniture available if needed.",N/A,N/A,False
The Cannon,"1291 Gordon St, Guelph",https://thecannon.ca/classified/housing/159022/,$1000+ Utilities,5/Jun/2026,"Looking for 1 female roommate to join an all female 3-bedroom apartment! Each bedroom comes with its own private bathroom. The apartment includes a fully equipped kitchen and an in-unit washer and dryer. It’s about a 10-minute bus ride to campus,GO",N/A,N/A,False
The Cannon,"32 Aspen Valley Crescent, Guelph",https://thecannon.ca/classified/housing/159013/,$975/incl utils and wifi,5/Jun/2026,"Two bedrooms available in a great location near Stone Road Mall! Can be provided fully furnished (bed, desk and chair) at no additional cost.",N/A,N/A,False
The Cannon,"153 Dovercliffe Rd, Guelph",https://thecannon.ca/classified/housing/159007/,$910 All Inclusive w Parking,5/Jun/2026,"COMES WITH FREE ACCESS TO A COMMUNITY POOL!!! Lease starts July 1st, 2026 to April 30th 2027. 11 min commute to campus (Direct Bus 15). All utilities included (Gas, water, heating, air-conditioning and Internet). Parking also included. Message (289)",N/A,N/A,True
The Cannon,"299 Colonial Dr, Guelph",https://thecannon.ca/classified/housing/159000/,$975,5/Jun/2026,"One bedroom available in a Beautiful 4-bedroom house starting Sept. 1, 2026.",N/A,N/A,False
The Cannon,"51 Mountford Dr, Guelph",https://thecannon.ca/classified/housing/158992/,"$850-$1,100 (all incl)",5/Jun/2026,"Great 3 bedroom furnished house.  2 bedrooms $850 and 1 bedroom $1,100 (all inclusive).  2 parking spots available.  8 min drive or 18 min bus to U of G.",3,N/A,False
The Cannon,"5 Moss Pl, Guelph",https://thecannon.ca/classified/housing/158984/,$663 plus utilities,5/Jun/2026,2 rooms available in an all girls house,N/A,N/A,False
The Cannon,"207 Edinburgh Rd S, Guelph",https://thecannon.ca/classified/housing/158946/,$700,5/Jun/2026,3 Bedroom basemant unit available from 1st July.,3,N/A,False
The Cannon,"40 Oldfield Dr, Guelph",https://thecannon.ca/classified/housing/158939/,$800-1085,4/Jun/2026,Rooms for rent for full time University of Guelph Students,N/A,N/A,False
The Cannon,"920 Edinburgh Rd S, Guelph",https://thecannon.ca/classified/housing/158935/,$694.82,4/Jun/2026,"One bedroom available on the second floor of a house for September 2026. Residents are three female university students. 694.28 per month, utilities and internet not included (they range from 90 to 110 per month in total).",N/A,N/A,False
The Cannon,"30 Vaughan St, Guelph",https://thecannon.ca/classified/housing/158929/,$895,4/Jun/2026,1 room in a spacious 5 bedroom home | September 1st | Join an group four other 1st year students | $895 All-Inclusive | Direct Bus,5,N/A,False
The Cannon,"37 Roehampton Crescent, Guelph",https://thecannon.ca/classified/housing/158921/,$850+,4/Jun/2026,Two rooms available for two female students in a Townhouse from now or September 2026-April 2027.,N/A,N/A,False
The Cannon,"43 Waterford Dr, Guelph",https://thecannon.ca/classified/housing/158865/,$3100,4/Jun/2026,"Bright, spacious 3 bedroom plus den, 2 bedroom ground floor condo for rent July 1- May 1 with option to continue beyond May 2027.  Large primary bedroom with huge closet and full ensuite bathroom – could be shared by 2 students.  2 good sized",3,N/A,False
The Cannon,"45 Marksam Rd, Guelph",https://thecannon.ca/classified/housing/158918/,$600,4/Jun/2026,The room is 600 per month it includes utilities. First and last month’s rent and 2 references.,N/A,N/A,False
The Cannon,"1498 Gordon St, Guelph",https://thecannon.ca/classified/housing/158919/,"$3,900 ($975 per student)",4/Jun/2026,Are you a group of waitlisted UoG students or parents?,N/A,N/A,False
The Cannon,"920 Edinburgh Rd S, Guelph",https://thecannon.ca/classified/housing/158910/,$580,4/Jun/2026,"Hello! We are looking for a female roommate (mature student or young professional preferred, as the majority of the house is 25+) to join our home starting July 1st (start date is flexible up to Sept 1st).",N/A,N/A,False
The Cannon,"30 Landsdown Dr, Guelph",https://thecannon.ca/classified/housing/158905/,$650,4/Jun/2026,"Walkout unit 4 bedrooms 1.5 bathrooms,full kitchen and laundry unit. Great location one step to bus stop and one bus ride within 5 minutes to UOFG. Big backyard .650 -750/room +utilities (capped to 50 $).",4,1.5,False
The Cannon,"1055 Gordon St, Guelph",https://thecannon.ca/classified/housing/158899/,$566$,4/Jun/2026,Hey everyone! My roommates (co-ed) and I are looking for a fourth roommate starting July 1st.,N/A,N/A,False
The Cannon,"151 Bristol St, Guelph",https://thecannon.ca/classified/housing/158897/,$899 +,4/Jun/2026,Stuck on the waitlist?  We have a space for you!!,N/A,N/A,False
The Cannon,"302 Edinburgh Rd S, Guelph",https://thecannon.ca/classified/housing/158891/,$899 +,4/Jun/2026,Stuck on the waitlist?  We have a space for you!!,N/A,N/A,False
The Cannon,"1155 Gordon St, Guelph",https://thecannon.ca/classified/housing/158885/,$950,4/Jun/2026,"A huge basement bedroom with its own private washroom is available in a clean, quiet townhouse to be shared with other three female students.",N/A,N/A,False
The Cannon,"29 Porter Dr, Guelph",https://thecannon.ca/classified/housing/158877/,$3200,4/Jun/2026,"Welcome to Porter Dr! A beautiful 4 bed 2 bath, 8 minute drive  away from the University! Looking for a spacious rental in a prime South Guelph location?",4,2,False
The Cannon,"55 Wideman Blvd, Guelph",https://thecannon.ca/classified/housing/158871/,$1050,4/Jun/2026,"Seeking a non smoking, dog loving roommate to help evenly split the cost of. Private unfurnished room available. It is a basement apartment of a house: large shared kitchen, bathroom, in unit laundry, parking, electrical fireplace.",N/A,N/A,False
The Cannon,"23 Sidney Crescent, Guelph",https://thecannon.ca/classified/housing/158856/,$990,4/Jun/2026,Only 2 Rooms Left – Male Student House (All-Inclusive),N/A,N/A,False
The Cannon,"563 Woolwich St, Guelph",https://thecannon.ca/classified/housing/158839/,$2350,4/Jun/2026,"Flexible occupancy , 2 bed 1 bath apartment 20 minute walk from downtown, 7 minute walk from exhibition park. Laundry in unit. Parking included. Large bed rooms, spacious living and kitchen area, tons of natural light. Great place for students in a",2,1,False
The Cannon,"245 Speedvale Ave W, Guelph",https://thecannon.ca/classified/housing/158833/,$2100,4/Jun/2026,"Flexible occupancy, 2 bed main level unit of a triplex. Laundry in unit. Parking included.",2,N/A,False
The Cannon,"9 College Ave W, Guelph",https://thecannon.ca/classified/housing/158827/,$975-1100/rm all inclusive,4/Jun/2026,"Three large bedrooms available on the main and upper floors in this newly renovated, majestic 9-bedroom, 4-level Queen Anne style mansion.",N/A,N/A,False
The Cannon,"151 Clairfields Dr E, Guelph",https://thecannon.ca/classified/housing/158826/,$750,4/Jun/2026,Looking for 3 roomates – three rooms available September 1st.,N/A,N/A,False
The Cannon,"16 Maple St, Guelph",https://thecannon.ca/classified/housing/158815/,$875/rm all inclusive,4/Jun/2026,"Well-managed, legal, spacious 5-bdrm house in the Old University area, between campus and Downtown.",N/A,N/A,False
The Cannon,"29 Hales Crescent, Guelph",https://thecannon.ca/classified/housing/158809/,$925/rm+util,4/Jun/2026,Triple A’ location- 5 MINUTE WALK to campus!!,N/A,N/A,False
The Cannon,"41 Nottingham St, Guelph",https://thecannon.ca/classified/housing/158804/,$2400+util,4/Jun/2026,"Newly renovated, 2-storey apartment.",N/A,N/A,False
The Cannon,"96 Dean Ave, Guelph",https://thecannon.ca/classified/housing/158798/,$975/rm+util,4/Jun/2026,"Well-managed, spacious 4-bdrm bungalow on Dean Ave in prestigious Old University Area.",N/A,N/A,False
The Cannon,"64 Talbot St, Guelph",https://thecannon.ca/classified/housing/158792/,$950/rm+util,4/Jun/2026,Triple A’ location- A 10 minute walk to campus!!,N/A,N/A,False
The Cannon,"97 College Ave W, Guelph",https://thecannon.ca/classified/housing/158786/,$925-975/rm+util,4/Jun/2026,"3 Main floor rooms available in a well-managed, spacious 5-bdrm house on College Avenue west. An 8 minute walk to the OVC.",N/A,N/A,False
The Cannon,"64 Talbot St, Guelph",https://thecannon.ca/classified/housing/158781/,$875/rm + util,4/Jun/2026,11 month lease available!!,N/A,N/A,False
The Cannon,"48 Yewholme Dr, Guelph",https://thecannon.ca/classified/housing/158775/,$850-875 all inclusive,4/Jun/2026,"Rooms available in a spacious, well-managed 7-bdrm house on a quiet residential street, a 20 minute walk to campus. Laundry, 2 full washrooms, dishwasher and garage.",N/A,N/A,False
The Cannon,"16 Caledonia St, Guelph",https://thecannon.ca/classified/housing/158769/,$900/rm + util,4/Jun/2026,10 month lease available!!,N/A,N/A,False
The Cannon,"167 Arthur St N, Guelph",https://thecannon.ca/classified/housing/158768/,$1100,4/Jun/2026,BRAND NEW! **1 Bedroom Lease Takeover**,1,N/A,False
The Cannon,"353 Gordon St, Guelph",https://thecannon.ca/classified/housing/158759/,$975 all incl,4/Jun/2026,5 Minute walk to the OVC and the Lang Business School!!,N/A,N/A,False
The Cannon,"316 Edinburgh Rd S, Guelph",https://thecannon.ca/classified/housing/158753/,$850/rm + util,4/Jun/2026,Edinburgh Rd and College Ave location!!,N/A,N/A,False
The Cannon,"98 Southcreek Trail, Guelph",https://thecannon.ca/classified/housing/158748/,$800 incl,4/Jun/2026,Offering July 01 or earlier.,N/A,N/A,False
The Cannon,"564 Paisley Rd, Guelph",https://thecannon.ca/classified/housing/158742/,$2500,4/Jun/2026,"Beautifully maintained 3 bedroom , 2 bathroom bungalow.  2 bedrooms are on the main floor, plus 1 bedroom in the basement (bachelor apartment). The bright, modern kitchen was fully renovated in 2022 and features stainless steel appliances, butcher",3,2,False
The Cannon,"302 College Ave W, Guelph",https://thecannon.ca/classified/housing/158736/,$900,4/Jun/2026,"Looking for a female student to sublet my basement bedroom with full private bathroom for the winter semester (can move in December-April), with lease extension available. The house is shared with three other female students in their upper years,",N/A,N/A,False
The Cannon,"12 Truesdale Crescent, Guelph",https://thecannon.ca/classified/housing/158723/,$950/incl,4/Jun/2026,One bedroom available in a very well maintained 5-bedroom student home in a great location on a quiet street!,N/A,N/A,False
The Cannon,"6 Kara Lee Ct, Guelph",https://thecannon.ca/classified/housing/158617/,$2400,4/Jun/2026,"BRAND NEW Kitchen, Washrooms, Washer, Dryer",N/A,N/A,False
The Cannon,"166 Deerpath Dr, Guelph",https://thecannon.ca/classified/housing/158708/,$850,3/Jun/2026,Short term summer sublet (July 1st to Aug 31st),N/A,N/A,False
The Cannon,"589 College Ave W, Guelph",https://thecannon.ca/classified/housing/158701/,$850,3/Jun/2026,"Big room, fully furnished",N/A,N/A,False
The Cannon,"589 College Ave W, Guelph",https://thecannon.ca/classified/housing/158695/,$750,3/Jun/2026,"Newly renovated walk-out basement with 3 bedrooms ,2 bedrooms available starting July 1st. Located in a quiet and safe neighborhood, close to bus routes to the university. The home offers a clean, comfortable, and peaceful living environment, ideal",3,N/A,False
The Cannon,"385 Cole Rd, Guelph",https://thecannon.ca/classified/housing/158682/,$950,3/Jun/2026,"private basement living space available from June 2026 through the end of April 2027 in a clean and relaxed student house, 8 minute drive to the University of Guelph. The space includes a separate basement bedroom and private bathroom, with shared",N/A,N/A,False
The Cannon,"46 Caledonia St, Guelph",https://thecannon.ca/classified/housing/158688/,$1000,3/Jun/2026,📍 46 Caledonia – 3 Bedroom Basement Apartment (Group Lease),3,N/A,False
The Cannon,"17 Mason Ct, Guelph",https://thecannon.ca/classified/housing/158648/,$800,3/Jun/2026,"3 upstairs bedrooms available in 5 bedroom house. Less than 5 minute walk to many bus routes such as 1,2,15,8 and others. 25 minute walk to campus. Ideal location. One bedroom or both available to rent. 10 month Lease available, only rent during",5,N/A,False
The Cannon,"803 Gordon St, Guelph",https://thecannon.ca/classified/housing/158640/,$945.56,3/Jun/2026,"Hello! I’m looking to sublet my rental for 4 months (January-April 2027, but open to extend to January-August 2027) as I will be going on an exchange trip for school.",N/A,N/A,False
The Cannon,"150 Harvard Rd, Guelph",https://thecannon.ca/classified/housing/158631/,$837.22,3/Jun/2026,"Looking for a group of 3 to take over the remaining year lease from September 1st 2026 – May 1st 2027. Early move in during the end of August may be accommodated. Rent is 837.22, utilities and WiFi not included. The unit is a private basement shared",N/A,N/A,False
The Cannon,"15 Preston St, Guelph",https://thecannon.ca/classified/housing/158587/,$1999,3/Jun/2026,Private 1 bedroom laneway house apartment.  1 unit above a detached garage.,1,N/A,False
The Cannon,"8 Southcreek Trail, Guelph",https://thecannon.ca/classified/housing/158678/,$900pp plus internet,3/Jun/2026,"1.0 Looking for 1 matured Girl student, for this detached house, to join  2 senior girl students.",N/A,N/A,False
The Cannon,"193 Waterloo Ave, Guelph",https://thecannon.ca/classified/housing/158674/,$875,3/Jun/2026,Looking for a sublet to join our home shared with 5 girls!,N/A,N/A,False
The Cannon,"43 Surrey St W, Guelph",https://thecannon.ca/classified/housing/158669/,$800,3/Jun/2026,"Amazing 10 MINUTE WALK from downtown location.  Tons of parking.  Currently being renovated (in progress pics in ad)  All bright rooms- no basement.  Will be fully repainted, new flooring and kitchen cupboards.   Text 519-831-9223.   4 rooms",N/A,N/A,False
The Cannon,"98 Freshmeadow Way, Guelph",https://thecannon.ca/classified/housing/158665/,$950,3/Jun/2026,"Bright, spacious room available for rent at $950/month plus shared utilities.",N/A,N/A,False
The Cannon,"48 Waterford Dr, Guelph",https://thecannon.ca/classified/housing/158659/,"$900 (util., Wifi incl.)",3/Jun/2026,"1 bedroom available in this 5 person house (currently two 4th year STEM, one 2nd year STEM, 1 third year Ag business) Thus, this house is consistently a calm and studious place. Landlord (myself) lives in house (4th year Mech Eng). So we are looking",1,N/A,False
The Cannon,"249 Water St, Guelph",https://thecannon.ca/classified/housing/158653/,"$2,400.00",3/Jun/2026,Three bedroom house appliances included full bathroom washer dryer available large backyard newly paved lane way 15 minute walk to all amenities 25 minutes walk to the university for more info call or text mark at 519-820-5962,N/A,N/A,False
The Cannon,"85 Janefield Ave, Guelph",https://thecannon.ca/classified/housing/158632/,$925/room Utilities Included,3/Jun/2026,"Two upstairs bedrooms available for an 8-month lease (September 2026–April 2027) in a newly renovated 4-bedroom townhouse just 30 minute walk minutes from the University of Guelph and 10 minutes to Stone Road Mall. Ideal for students, the home",N/A,N/A,False
The Cannon,"184 Ironwood Rd, Guelph",https://thecannon.ca/classified/housing/158613/,$3400,3/Jun/2026,"Newly renovated home available for students. 4 bedrooms , 2 bathrooms. Parking for 3 cars. Nice backyard for hanging out and enjoying the warm months.",4,2,False
The Cannon,"1055 Gordon St, Guelph",https://thecannon.ca/classified/housing/158607/,$950 all inclusive (Wifi too),3/Jun/2026,"One second floor room available in a 5-bedroom home with 4 current tenants in 3rd and 4th year. Just a 6 minute bus ride or 25 minute walk to campus with a bus stop just in front of the complex, very convenient for students.",N/A,N/A,False
The Cannon,"21 Morris St, Guelph",https://thecannon.ca/classified/housing/158577/,$875 + utilities,3/Jun/2026,"Looking for two new roommates to move in. 3 bedroom 1 bath. The house is clean, cozy, and quiet. Located a 15 minute walk from downtown Guelph and only a 25-minute bus ride to campus. The house includes all amenities, and communal spaces are fully",3,1,False
The Cannon,"50 Mountford Dr, Guelph",https://thecannon.ca/classified/housing/158560/,$925 all inclusive,3/Jun/2026,"1 Bedroom available in a 5 bedroom female student house from June 2026 – Apr 30, 2027. Fully detached bright and recently renovated house.",1,N/A,False
The Cannon,"91 Poppy Dr E, Guelph",https://thecannon.ca/classified/housing/158555/,$800 incl,3/Jun/2026,June or July lease start!,N/A,N/A,False
The Cannon,"606 Edinburgh Rd S, Guelph",https://thecannon.ca/classified/housing/158549/,$750 incl,3/Jun/2026,Available July 01 or earlier.,N/A,N/A,False
The Cannon,"5 Latenda Pl, Guelph",https://thecannon.ca/classified/housing/158540/,$1000 incl,3/Jun/2026,"Aug 01, 2026 Lease start date",N/A,N/A,False
The Cannon,"18 Fairview Blvd, Guelph",https://thecannon.ca/classified/housing/158528/,"$Summer 2026  $770, (sublet)",3/Jun/2026,"Walk to north campus in ~ 8 minutes, or bus up Gordon St.  this equipped well furnished house is 1/2 way between River parklands/downtown,, and north side of campus.   We can offer short term at a summer sublet price 2  fully furnished rooms through",N/A,N/A,False
The Cannon,"32 Mason Ct, Guelph",https://thecannon.ca/classified/housing/158526/,$1695,3/Jun/2026,"Welcome to this beautifully maintained 2-bedroom legal basement apartment, offering a perfect blend of space, comfort, and convenience in a highly sought-after location. Designed with functionality and modern living in mind, this bright and spacious",N/A,N/A,False
The Cannon,"3 Law Dr, Guelph",https://thecannon.ca/classified/housing/158520/,$5370,3/Jun/2026,"Looking for the perfect student house that everyone wants to live in? This brand-new 6-bedroom home offers modern finishes, large equal-sized bedrooms, and an ideal location with easy access to the university.",N/A,N/A,False
The Cannon,"8 Mutual St, Guelph",https://thecannon.ca/classified/housing/158514/,$3200,3/Jun/2026,"Discover this bright, clean, and spacious 4-bedroom upper house, perfectly situated within 10-minute walking distance of the university and 25 minutes to downtown for student living. This home offers a convenient, comfortable lifestyle in a mature",N/A,N/A,False
The Cannon,"60 Walman Dr, Guelph",https://thecannon.ca/classified/housing/158506/,$950,3/Jun/2026,***OPEN HOUSE TODAY WEDNESDAY JUNE 3 11-2***,N/A,N/A,False
The Cannon,"236 Suffolk St W, Guelph",https://thecannon.ca/classified/housing/158503/,$1895,3/Jun/2026,🏡 236 Suffolk Street West – Unit A,N/A,N/A,False
The Cannon,"17 Monticello Crescent, Guelph",https://thecannon.ca/classified/housing/158497/,"$984  inclusive, and furnished",3/Jun/2026,"Ideal quiet mostly postgrad  well furnished residence,@17 Monticello Crescent  ~5 minutes  on foot to south campus bus entrance and ~ 5 min on foot to Plaza and groceries! Non-smoking and no pets. Executive level house, with bicycle  storage in",N/A,N/A,False
The Cannon,"65 Beaver Meadow Dr, Guelph",https://thecannon.ca/classified/housing/158494/,$1900 (utilities included),3/Jun/2026,"Bright Legal 2-Bedroom Walk-Out Basement Apartment (South End) – All Inclusive (water, heat, electricity, WiFi) + 1 Parking Spot for $1900 a month. Looking to have the unit available starting July 1st.",N/A,N/A,False
The Cannon,"302 College Ave W, Guelph",https://thecannon.ca/classified/housing/158493/,$850 all inclusive,3/Jun/2026,1 bedroom available in this shared house with 3 other females going into their 3rd year of undergrad. Bus stop to campus right outside. Stone road mall is a 10minute walk. Please email to inquire. 8month lease starting in September is acceptable as,1,N/A,False
The Cannon,"16 Hadati Rd, Guelph",https://thecannon.ca/classified/housing/158468/,$680,3/Jun/2026,One room available for a female on July 1st $680/month,N/A,N/A,False
The Cannon,"124 Gosling Gardens, Guelph",https://thecannon.ca/classified/housing/158460/,$960-1065,3/Jun/2026,*Looking for 3 responsible and friendly female students to join 2 second    year female students,N/A,N/A,False
The Cannon,"8 Harcourt Dr, Guelph",https://thecannon.ca/classified/housing/158430/,$950,3/Jun/2026,"3 bedroom, 1-2 bath home in this amazing fully furnished bungalow in Old University. This house can be rented as two separate 3 bedroom apartments, or can be shared as a 6 bedroom house. There is a 3 bedroom apartment in both the upper and lower",3,2,False
The Cannon,"8 Harcourt Dr, Guelph",https://thecannon.ca/classified/housing/158424/,$950,3/Jun/2026,"6 bedroom, 3 bath house in Old University, 10 minute walking distance to school, 20 minutes to downtown and shopping. This house is move in ready, comes completely furnished (if desired), including stocked kitchens. This home features 2 full",6,3,False
The Cannon,"10 McGarr Dr, Guelph",https://thecannon.ca/classified/housing/158454/,$950 (utilities included),2/Jun/2026,Newly updated 4-Bedroom DETACHED home (student residence)  | 3 washrooms | UTILITIES INCLUDED!,N/A,N/A,True
The Cannon,"54 York Rd, Guelph",https://thecannon.ca/classified/housing/158448/,$875,2/Jun/2026,2 3rd year female u of g students looking for a roommate in this 3 bedroom house at 54 york road guelph.  $875 all in tenants split wifi.  parking available.  1.5 baths living room enclosed front porch and 1 kitchen.  looking for an 8 month lease,3,1.5,False
The Cannon,"293 Colonial Dr, Guelph",https://thecannon.ca/classified/housing/158442/,$950 (utilities included),2/Jun/2026,🌟Looking for one female University of Guelph student to join the gorgeous student home!🌟,N/A,N/A,False
The Cannon,"1291 Gordon St, Guelph",https://thecannon.ca/classified/housing/158407/,$1000,2/Jun/2026,Premium Female Student Room for Rent – Solstice 1,N/A,N/A,False
The Cannon,"40 Conroy Crescent, Guelph",https://thecannon.ca/classified/housing/158372/,$700,2/Jun/2026,"House of guys looking for 2 rooms to be filled 45 minute walking distance to UofG, within 20 minutes to grocery stores and shopping.",N/A,N/A,False
The Cannon,"64 Cedar St, Guelph",https://thecannon.ca/classified/housing/158401/,$1000,2/Jun/2026,1 bedroom for a male student in a 2 bdrm apartment w another male.,1,N/A,False
The Cannon,"23 Hales Crescent, Guelph",https://thecannon.ca/classified/housing/158397/,$1050,2/Jun/2026,2 minute walk to campus!,N/A,N/A,False
The Cannon,"31 Wyndham St N, Guelph",https://thecannon.ca/classified/housing/158395/,$900/incl gas and water (hydro,2/Jun/2026,Newly constructed 5 bedroom unit in downtown Guelph!,5,N/A,False
The Cannon,"625 Hanlon Rd, Guelph",https://thecannon.ca/classified/housing/158389/,$900/month utils and wifi,2/Jun/2026,Brand new three bedroom unit in a great location! Giant bedrooms!,N/A,N/A,False
The Cannon,"947 Edinburgh Rd S, Guelph",https://thecannon.ca/classified/housing/158382/,$900/month incl utils and wifi,2/Jun/2026,One bedroom in a great location along Edinburgh Rd S! All utilities and wifi included in rent!,N/A,N/A,False
